Service_Request_Type,Police_Precinct,Method_Received,Status,Year,Month,Request_Count
Graffiti,NORTH,E-Mail,Reported,2022,1,1
Graffiti,NORTH,Voice Mail,Closed as Duplicate,2021,8,1
Unauthorized Encampment,SOUTH,Generated in House,Closed,2022,12,1
Scooter or Bike Share Issue,SOUTH,Citizen Web Intake App,Closed,2021,10,1
General Inquiry - Customer Service Bureau,SOUTH,Phone,Reported,2023,12,1
Street Sign Maintenance,WEST,PremierOne CSR Mobile Apps,Reported,2024,11,1
Illegal Dumping / Needles,SOUTHWEST,E-Mail,Closed,2024,10,1
Towing Complaint - Public Impound,WEST,Phone,Closed,2021,11,1
Graffiti,NORTH,Find It Fix It Apps,Canceled,2021,6,1
Graffiti,SOUTH,Citizen Web Intake App,Closed as Duplicate,2023,9,1
Unauthorized Encampment,SOUTH,Mass Entry,Open,2023,3,1
Street Sign Maintenance,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2024,1,1
General Inquiry - Customer Service Bureau,SOUTH,Letter,Closed,2022,9,1
Streetlight Maintenance,EAST,E-Mail,Reported,2025,2,1
Illegal Dumping / Needles,SOUTHWEST,Phone,Closed,2024,1,1
Towing Complaint - Public Impound,WEST,Phone,Closed,2023,12,1
Graffiti,NORTH,Find It Fix It Apps,Canceled,2022,5,1
Graffiti,SOUTH,Citizen Web Intake App,Closed as Duplicate,2023,12,1
Unauthorized Encampment,SOUTH,E-Mail,Open,2024,9,1
Street Sign Maintenance,WEST,PremierOne CSR Mobile Apps,Reported,2025,2,1
General Inquiry - Customer Service Bureau,SOUTH,E-Mail,Reported,2025,4,1
Streetlight Maintenance,NORTH,Citizen Web Intake App,Closed,2022,2,1
Illegal Dumping / Needles,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2022,1,1
Towing Impound Complaint,EAST,Citizen Web Intake App,Closed,2023,1,1
Graffiti,NORTH,Find It Fix It Apps,Open,2023,8,1
Graffiti,SOUTH,Citizen Web Intake App,Closed as Duplicate,2024,11,1
Unauthorized Encampment,NORTH,PremierOne CSR Mobile Apps,Closed,2022,9,1
Streetlight Maintenance,SOUTH,Find It Fix It Apps,Closed,2022,2,1
General Inquiry - Customer Service Bureau,SOUTH,E-Mail,Reported,2024,8,1
Streetlight Maintenance,NORTH,E-Mail,Reported,2022,5,1
Illegal Dumping / Needles,SOUTHWEST,Voice Mail,Closed,2024,11,1
Towing Impound Complaint,NORTH,Citizen Web Intake App,Closed as Duplicate,2023,2,1
Graffiti,NORTH,Find It Fix It Apps,Duplicate (Open),2025,4,1
Graffiti,SOUTH,Citizen Web Intake App,Closed -Incomplete Information,2023,3,1
Unauthorized Encampment,NORTH,PremierOne CSR Mobile Apps,Closed,2024,7,1
Streetlight Maintenance,SOUTH,Phone,Reported,2022,10,1
General Inquiry - Customer Service Bureau,SOUTH,E-Mail,Reported,2021,11,1
Traffic Signal Maintenance,NORTH,Find It Fix It Apps,Transferred to Other Dept,2024,7,1
Illegal Dumping / Needles,SOUTHWEST,Voice Mail,Closed,2025,1,1
Towing Impound Complaint,SOUTH,Citizen Web Intake App,Closed,2021,8,1
Graffiti,NORTH,Phone,Closed,2021,12,1
Graffiti,SOUTH,Citizen Web Intake App,Reported,2025,2,1
Unauthorized Encampment,NORTH,PremierOne CSR Mobile Apps,Closed,2025,3,1
Streetlight Maintenance,SOUTHWEST,Phone,Reported,2022,10,1
General Inquiry - Customer Service Bureau,EAST,Voice Mail,Transferred to Other Dept,2022,10,1
Traffic Signal Maintenance,NORTH,Find It Fix It Apps,Transferred to Other Dept,2023,8,1
Illegal Dumping / Needles,SOUTHWEST,Voice Mail,Closed,2022,10,1
Towing Impound Complaint,SOUTH,Citizen Web Intake App,Closed,2022,7,1
General Inquiry - Transportation,NORTH,Phone,Closed as Duplicate,2025,2,1
Graffiti,SOUTH,Citizen Web Intake App,Reported,2022,5,1
Unauthorized Encampment,SOUTH,E-Mail,Closed,2023,11,1
Streetlight Maintenance,NORTH,Citizen Web Intake App,Closed,2021,11,1
General Inquiry - Customer Service Bureau,EAST,Voice Mail,Transferred to Other Dept,2021,11,1
Traffic Signal Maintenance,SOUTH,Find It Fix It Apps,Closed,2023,9,1
Illegal Dumping / Needles,SOUTHWEST,Voice Mail,Closed,2023,9,1
Towing Impound Complaint,SOUTH,Citizen Web Intake App,Closed,2023,3,1
General Inquiry - Transportation,NORTH,Phone,Open,2021,4,1
Graffiti,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2021,5,1
Unauthorized Encampment,SOUTH,E-Mail,Closed,2023,5,1
Streetlight Maintenance,NORTH,Citizen Web Intake App,Closed,2024,5,1
General Inquiry - Customer Service Bureau,EAST,Letter,Transferred to Other Dept,2021,6,1
Unauthorized Encampment,EAST,E-Mail,Closed,2023,6,1
Illegal Dumping / Needles,SOUTHWEST,Phone,Duplicate (Closed),2021,8,1
Unauthorized Encampment,EAST,Find It Fix It Apps,Open,2024,12,1
General Inquiry - Transportation,NORTH,Phone,Closed as Duplicate,2024,3,1
Graffiti,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2023,6,1
Traffic Signal Maintenance,SOUTH,Citizen Web Intake App,Transferred to Other Dept,2023,7,1
Streetlight Maintenance,EAST,Phone,Reported,2023,12,1
General Inquiry - Customer Service Bureau,EAST,Phone,Reported,2021,8,1
Traffic Signal Maintenance,SOUTHWEST,Find It Fix It Apps,Closed,2024,4,1
Illegal Dumping / Needles,SOUTHWEST,Phone,Duplicate (Closed),2021,11,1
Unauthorized Encampment,EAST,Mass Entry,Open,2024,10,1
General Inquiry - Transportation,NORTH,Phone,Closed as Duplicate,2021,3,1
Graffiti,SOUTH,Phone,Closed,2021,10,1
Traffic Signal Maintenance,SOUTH,Citizen Web Intake App,Transferred to Other Dept,2024,6,1
Streetlight Maintenance,EAST,Phone,Reported,2024,5,1
General Inquiry - Customer Service Bureau,EAST,Phone,Reported,2022,7,1
Traffic Signal Maintenance,SOUTHWEST,Find It Fix It Apps,Transferred to Other Dept,2023,7,1
Illegal Dumping / Needles,SOUTHWEST,Phone,Duplicate (Closed),2024,2,1
Unauthorized Encampment,EAST,Citizen Web Intake App,Open,2025,3,1
General Inquiry - Transportation,NORTH,Phone,Closed as Duplicate,2022,2,1
Graffiti,SOUTH,Phone,Closed,2022,6,1
Traffic Signal Maintenance,SOUTH,Find It Fix It Apps,Closed,2024,5,1
Streetlight Maintenance,NORTH,Voice Mail,Reported,2022,2,1
General Inquiry - Customer Service Bureau,EAST,Phone,Reported,2023,9,1
Unauthorized Encampment,EAST,Phone,Closed,2024,11,1
Illegal Dumping / Needles,SOUTHWEST,PremierOne CSR Mobile Apps,Duplicate (Closed),2024,9,1
Unauthorized Encampment,EAST,PremierOne CSR Mobile Apps,Closed,2023,2,1
General Inquiry - Transportation,NORTH,Mail,Closed,2024,1,1
Graffiti,SOUTH,Phone,Closed,2022,12,1
Traffic Signal Maintenance,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2023,6,1
Street Sign Maintenance,EAST,Find It Fix It Apps,Closed,2025,3,1
General Inquiry - Customer Service Bureau,EAST,Phone,Reported,2024,2,1
Unauthorized Encampment,EAST,Phone,Closed,2025,4,1
Illegal Dumping / Needles,SOUTHWEST,Voice Mail,Closed,2021,5,1
Unauthorized Encampment,EAST,PremierOne CSR Mobile Apps,Closed,2025,3,1
General Inquiry - Transportation,NORTH,Phone,Transferred to Other Dept,2024,12,1
Graffiti,SOUTH,PremierOne CSR Mobile Apps,New,2025,4,1
Traffic Signal Maintenance,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2023,9,1
Street Sign Maintenance,NORTH,Citizen Web Intake App,Canceled,2024,11,1
General Inquiry - Customer Service Bureau,EAST,Phone,Reported,2025,1,1
Unauthorized Encampment,EAST,PremierOne CSR Mobile Apps,Closed,2022,7,1
Illegal Dumping / Needles,SOUTHWEST,Voice Mail,Closed,2021,8,1
Unauthorized Encampment,EAST,Phone,Closed,2023,3,1
General Inquiry - Transportation,NORTH,Voice Mail,Closed,2023,7,1
Graffiti,SOUTH,PremierOne CSR Mobile Apps,Reported,2022,8,1
Traffic Signal Maintenance,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2024,2,1
Street Sign Maintenance,NORTH,Find It Fix It Apps,Transferred to Other Dept,2025,1,1
General Inquiry - Customer Service Bureau,EAST,Phone,Reported,2025,4,1
Unauthorized Encampment,EAST,PremierOne CSR Mobile Apps,Closed,2024,11,1
Illegal Dumping / Needles,SOUTHWEST,Voice Mail,Closed,2021,11,1
Unauthorized Encampment,EAST,Phone,Closed,2024,2,1
General Inquiry - Transportation,NORTH,Voice Mail,Transferred to Other Dept,2022,11,1
Graffiti,SOUTHWEST,Citizen Web Intake App,Closed,2021,4,1
Traffic Signal Maintenance,SOUTHWEST,Citizen Web Intake App,Reported,2024,11,1
Street Sign Maintenance,SOUTH,Citizen Web Intake App,Reported,2024,1,1
General Inquiry - Customer Service Bureau,EAST,Voice Mail,Closed,2022,12,1
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed as Duplicate,2022,12,1
Illegal Dumping / Needles,SOUTHWEST,Voice Mail,Closed,2022,4,1
Unauthorized Encampment,NORTH,Citizen Web Intake App,Closed as Duplicate,2023,7,1
General Inquiry - Transportation,SOUTH,E-Mail,Open,2021,9,1
Graffiti,SOUTHWEST,Citizen Web Intake App,Closed,2021,7,1
Traffic Signal Maintenance,SOUTHWEST,Find It Fix It Apps,Transferred to Other Dept,2024,4,1
Street Sign Maintenance,SOUTHWEST,Find It Fix It Apps,Closed,2023,11,1
General Inquiry - Customer Service Bureau,NORTH,Citizen Web Intake App,Closed as Duplicate,2025,1,1
Unauthorized Encampment,EAST,Mass Entry,Open,2025,2,1
Illegal Dumping / Needles,WEST,E-Mail,Closed,2023,12,1
Unauthorized Encampment,NORTH,E-Mail,Open,2025,1,1
General Inquiry - Transportation,SOUTH,E-Mail,Open,2021,12,1
Graffiti,SOUTHWEST,Citizen Web Intake App,New,2024,11,1
Traffic Signal Maintenance,WEST,Find It Fix It Apps,Closed,2024,3,1
Street Sign Maintenance,SOUTH,PremierOne CSR Mobile Apps,Reported,2025,1,1
General Inquiry - Customer Service Bureau,NORTH,Citizen Web Intake App,Closed -Incomplete Information,2022,4,1
Traffic Signal Maintenance,EAST,Find It Fix It Apps,Transferred to Other Dept,2023,11,1
Illegal Dumping / Needles,WEST,E-Mail,Closed,2024,8,1
Unauthorized Encampment,SOUTH,Phone,Closed,2022,12,1
General Inquiry - Transportation,SOUTH,E-Mail,Closed as Duplicate,2023,11,1
Graffiti,SOUTHWEST,Citizen Web Intake App,Reported,2023,12,1
Traffic Signal Maintenance,WEST,Find It Fix It Apps,Transferred to Other Dept,2023,8,1
Street Sign Maintenance,SOUTHWEST,Citizen Web Intake App,Closed,2024,1,1
General Inquiry - Customer Service Bureau,NORTH,Citizen Web Intake App,Open,2025,3,1
Traffic Signal Maintenance,EAST,Find It Fix It Apps,Closed,2023,9,1
Illegal Dumping / Needles,WEST,E-Mail,Closed,2024,11,1
Unauthorized Encampment,SOUTH,Phone,Closed,2023,5,1
General Inquiry - Transportation,SOUTH,E-Mail,Transferred to Other Dept,2021,3,1
General Inquiry - Transportation,SOUTHWEST,Phone,Open,2023,11,1
Unauthorized Encampment,EAST,E-Mail,Open,2025,4,1
Street Sign and Traffic Signal Maintenance,WEST,Citizen Web Intake App,Transferred to Other Dept,2021,5,1
General Inquiry - Customer Service Bureau,NORTH,E-Mail,Closed as Duplicate,2022,9,1
Towing Impound Complaint,SOUTH,Citizen Web Intake App,Closed,2022,6,1
Illegal Dumping / Needles,WEST,Field,Closed,2022,3,1
Unauthorized Encampment,SOUTH,Phone,Closed,2024,7,1
General Inquiry - Transportation,SOUTH,E-Mail,Transferred to Other Dept,2021,6,1
General Inquiry - Transportation,SOUTHWEST,Phone,Open,2024,7,1
Unauthorized Encampment,EAST,Phone,Closed,2024,9,1
Street Sign and Traffic Signal Maintenance,SOUTHWEST,Find It Fix It Apps,Open,2021,7,1
General Inquiry - Customer Service Bureau,NORTH,E-Mail,Closed as Duplicate,2023,8,1
Towing Impound Complaint,SOUTH,Citizen Web Intake App,Closed,2024,4,1
Illegal Dumping / Needles,WEST,E-Mail,Closed,2022,10,1
Unauthorized Encampment,SOUTH,Phone,Closed,2025,3,1
General Inquiry - Transportation,SOUTH,E-Mail,Transferred to Other Dept,2021,9,1
General Inquiry - Transportation,SOUTHWEST,Phone,Open,2025,3,1
Wireless or Small Cell Issue,SOUTHWEST,Citizen Web Intake App,Closed -Incomplete Information,2024,4,1
Street Sign and Traffic Signal Maintenance,SOUTHWEST,Citizen Web Intake App,Transferred to Other Dept,2021,10,1
General Inquiry - Customer Service Bureau,NORTH,E-Mail,Closed -Incomplete Information,2022,11,1
Towing Impound Complaint,SOUTH,Citizen Web Intake App,Closed,2025,3,1
Illegal Dumping / Needles,WEST,E-Mail,Closed,2023,6,1
Unauthorized Encampment,SOUTH,PremierOne CSR Mobile Apps,Closed,2024,12,1
General Inquiry - Transportation,SOUTH,E-Mail,Transferred to Other Dept,2021,12,1
General Inquiry - Transportation,SOUTHWEST,Voice Mail,Closed,2023,3,1
Wireless or Small Cell Issue,WEST,Citizen Web Intake App,Canceled,2021,3,1
Street Sign and Traffic Signal Maintenance,SOUTHWEST,Citizen Web Intake App,Transferred to Other Dept,2023,5,1
General Inquiry - Customer Service Bureau,NORTH,Phone,Reported,2024,11,1
Towing Impound Complaint,SOUTHWEST,Citizen Web Intake App,Closed -Incomplete Information,2024,5,1
Illegal Dumping / Needles,WEST,Citizen Web Intake App,Duplicate (Closed),2021,12,1
Unauthorized Encampment,SOUTH,Phone,Closed,2022,6,1
General Inquiry - Transportation,SOUTH,E-Mail,Transferred to Other Dept,2022,2,1
General Inquiry - Transportation,SOUTHWEST,Voice Mail,Closed,2024,2,1
Unauthorized Encampment,WEST,Voice Mail,Open,2025,4,1
Street Sign and Traffic Signal Maintenance,SOUTHWEST,Find It Fix It Apps,Closed,2022,3,1
General Inquiry - Customer Service Bureau,NORTH,Phone,Reported,2024,5,1
Towing Impound Complaint,WEST,Citizen Web Intake App,Closed,2024,12,1
Illegal Dumping / Needles,SOUTH,Phone,Duplicate (Closed),2024,12,1
Unauthorized Encampment,SOUTH,E-Mail,Open,2025,1,1
General Inquiry - Transportation,SOUTH,Citizen Web Intake App,Closed as Duplicate,2023,1,1
General Inquiry - Transportation,SOUTHWEST,Voice Mail,Closed,2024,5,1
Unauthorized Encampment,WEST,E-Mail,Closed,2024,11,1
Street Sign Maintenance,EAST,Citizen Web Intake App,Closed,2024,1,1
General Inquiry - Customer Service Bureau,NORTH,Phone,Closed as Duplicate,2023,11,1
Towing Impound Complaint,WEST,Citizen Web Intake App,Closed as Duplicate,2024,6,1
Illegal Dumping / Needles,SOUTH,E-Mail,Closed,2023,5,1
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed as Duplicate,2022,11,1
General Inquiry - Transportation,SOUTH,Citizen Web Intake App,Open,2021,1,1
General Inquiry - Transportation,SOUTHWEST,Voice Mail,Closed,2025,1,1
Unauthorized Encampment,WEST,E-Mail,Closed,2024,5,1
Street Sign and Traffic Signal Maintenance,WEST,Find It Fix It Apps,Closed,2022,11,1
General Inquiry - Customer Service Bureau,NORTH,Phone,Closed as Duplicate,2024,10,1
Towing Impound Complaint,WEST,Citizen Web Intake App,Open,2025,4,1
Illegal Dumping / Needles,SOUTH,Voice Mail,Closed,2021,8,1
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed as Duplicate,2024,9,1
General Inquiry - Transportation,SOUTH,Citizen Web Intake App,Open,2021,4,1
General Inquiry - Transportation,SOUTHWEST,Voice Mail,Open,2021,4,1
Unauthorized Encampment,WEST,E-Mail,Closed,2023,12,1
Graffiti,EAST,Find It Fix It Apps,Closed -Incomplete Information,2022,3,1
General Inquiry - Customer Service Bureau,SOUTH,Citizen Web Intake App,Closed,2022,10,1
Traffic Calming,NORTH,E-Mail,Transferred to Other Dept,2023,2,1
Illegal Dumping / Needles,SOUTH,Voice Mail,Closed,2022,7,1
Unauthorized Encampment,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2025,3,1
General Inquiry - Transportation,NORTH,Find It Fix It Apps,Canceled,2025,1,1
General Inquiry - Transportation,SOUTHWEST,Voice Mail,Transferred to Other Dept,2021,12,1
Unauthorized Encampment,WEST,Find It Fix It Apps,Open,2023,9,1
Graffiti,EAST,Find It Fix It Apps,Closed -Incomplete Information,2023,8,1
General Inquiry - Customer Service Bureau,SOUTH,Citizen Web Intake App,Closed,2023,6,1
Traffic Calming,SOUTHWEST,Citizen Web Intake App,Closed,2021,11,1
Illegal Dumping / Needles,SOUTH,Voice Mail,Closed,2023,6,1
Unauthorized Encampment,SOUTHWEST,Phone,Closed,2025,1,1
General Inquiry - Transportation,NORTH,Find It Fix It Apps,Canceled,2021,5,1
General Inquiry - Transportation,WEST,Citizen Web Intake App,Transferred to Other Dept,2021,3,1
General Inquiry - Customer Service Bureau,SOUTH,E-Mail,Closed,2023,5,1
Graffiti,EAST,Phone,Closed,2021,5,1
General Inquiry - Customer Service Bureau,SOUTH,Citizen Web Intake App,Closed,2023,9,1
Traffic Calming,SOUTHWEST,Citizen Web Intake App,Closed as Duplicate,2022,10,1
Illegal Dumping / Needles,SOUTH,PremierOne CSR Mobile Apps,Closed,2022,12,1
Unauthorized Encampment,SOUTHWEST,PremierOne CSR Mobile Apps,Closed,2024,7,1
General Inquiry - Transportation,NORTH,Find It Fix It Apps,Closed as Duplicate,2022,3,1
General Inquiry - Transportation,WEST,Citizen Web Intake App,Transferred to Other Dept,2023,1,1
General Inquiry - Customer Service Bureau,SOUTH,E-Mail,Closed,2023,8,1
Graffiti,EAST,Phone,Closed,2021,11,1
General Inquiry - Customer Service Bureau,SOUTH,Citizen Web Intake App,Closed as Duplicate,2021,8,1
Traffic Calming,WEST,Citizen Web Intake App,Closed,2021,9,1
Illegal Dumping / Needles,SOUTH,PremierOne CSR Mobile Apps,Closed,2023,11,1
Unauthorized Encampment,SOUTHWEST,Phone,Closed,2022,7,1
General Inquiry - Transportation,NORTH,Find It Fix It Apps,Closed as Duplicate,2023,2,1
General Inquiry - Transportation,SOUTHWEST,Phone,Closed as Duplicate,2022,10,1
General Inquiry - Customer Service Bureau,SOUTH,E-Mail,Closed,2025,3,1
Graffiti,EAST,Phone,Closed,2023,12,1
General Inquiry - Customer Service Bureau,SOUTH,Citizen Web Intake App,Closed as Duplicate,2022,1,1
Traffic Calming,WEST,Citizen Web Intake App,Closed,2022,8,1
Illegal Dumping / Needles,SOUTH,Voice Mail,Closed,2025,1,1
Street Sign and Traffic Signal Maintenance,EAST,Citizen Web Intake App,Transferred to Other Dept,2022,12,1
General Inquiry - Transportation,NORTH,Find It Fix It Apps,Open,2021,8,1
General Inquiry - Transportation,SOUTHWEST,Phone,Closed as Duplicate,2023,9,1
General Inquiry - Customer Service Bureau,SOUTH,E-Mail,Transferred to Other Dept,2021,8,1
Graffiti,EAST,PremierOne CSR Mobile Apps,Closed as Duplicate,2022,2,1
General Inquiry - City Light,SOUTH,E-Mail,Closed,2025,1,1
Traffic Calming,WEST,Citizen Web Intake App,Closed,2023,7,1
Illegal Dumping / Needles,SOUTHWEST,Citizen Web Intake App,Duplicate (Closed),2021,10,1
Street Sign and Traffic Signal Maintenance,EAST,Citizen Web Intake App,Transferred to Other Dept,2023,5,1
General Inquiry - Transportation,NORTH,Find It Fix It Apps,Open,2021,11,1
General Inquiry - Transportation,SOUTHWEST,Phone,Closed as Duplicate,2024,5,1
General Inquiry - Customer Service Bureau,SOUTH,E-Mail,Transferred to Other Dept,2021,11,1
Graffiti,EAST,PremierOne CSR Mobile Apps,Open,2024,8,1
General Inquiry - City Light,SOUTH,E-Mail,Closed,2023,3,1
Traffic Calming,WEST,Find It Fix It Apps,Closed,2022,6,1
General Inquiry - Customer Service Bureau,WEST,Phone,Closed,2023,3,1
Snow and Ice,NORTH,Find It Fix It Apps,Transferred to Other Dept,2024,3,1
General Inquiry - Transportation,NORTH,Find It Fix It Apps,Open,2022,7,1
General Inquiry - Transportation,SOUTHWEST,Phone,Canceled,2023,4,1
General Inquiry - Customer Service Bureau,SOUTH,E-Mail,Transferred to Other Dept,2023,12,1
Graffiti,NORTH,Citizen Web Intake App,Canceled,2023,6,1
General Inquiry - City Light,SOUTH,Citizen Web Intake App,Open,2021,8,1
Towing Impound Complaint,NORTH,Citizen Web Intake App,Closed,2021,7,1
General Inquiry - Customer Service Bureau,WEST,Phone,Closed,2021,11,1
Street Sign and Traffic Signal Maintenance,EAST,Citizen Web Intake App,Closed,2021,10,1
General Inquiry - Transportation,NORTH,Find It Fix It Apps,Closed as Duplicate,2025,3,1
General Inquiry - Transportation,SOUTHWEST,Phone,Canceled,2024,6,1
General Inquiry - Customer Service Bureau,SOUTH,Phone,Reported,2025,3,1
Graffiti,NORTH,Citizen Web Intake App,Closed,2021,1,1
General Inquiry - City Light,SOUTH,Citizen Web Intake App,Open,2023,6,1
Towing Impound Complaint,NORTH,Citizen Web Intake App,Closed,2022,6,1
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Closed as Duplicate,2022,2,1
Snow and Ice,EAST,Find It Fix It Apps,Closed,2024,12,1
General Inquiry - Transportation,NORTH,Find It Fix It Apps,Open,2024,11,1
General Inquiry - Transportation,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2023,8,1
General Inquiry - Customer Service Bureau,SOUTH,Phone,Reported,2023,11,1
Graffiti,NORTH,Citizen Web Intake App,Closed -Incomplete Information,2021,12,1
General Inquiry - City Light,SOUTH,Citizen Web Intake App,Open,2025,4,1
Towing Impound Complaint,NORTH,Phone,Closed as Duplicate,2021,6,1
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Closed as Duplicate,2022,5,1
Scooter or Bike Share Issue,WEST,Find It Fix It Apps,Open,2021,10,1
General Inquiry - Transportation,NORTH,E-Mail,Open,2021,1,1
General Inquiry - Transportation,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2023,11,1
General Inquiry - Customer Service Bureau,SOUTH,Phone,Reported,2024,7,1
Graffiti,NORTH,Citizen Web Intake App,Open,2022,5,1
General Inquiry - City Light,SOUTH,E-Mail,Closed,2021,5,1
Towing Complaint - Public Impound,NORTH,Phone,Closed,2023,10,1
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Closed as Duplicate,2021,3,1
Street Sign and Traffic Signal Maintenance,NORTH,Citizen Web Intake App,Open,2021,6,1
General Inquiry - Transportation,NORTH,E-Mail,Open,2021,7,1
General Inquiry - Transportation,SOUTHWEST,E-Mail,Transferred to Other Dept,2024,11,1
General Inquiry - Customer Service Bureau,SOUTH,Phone,Reported,2021,10,1
Graffiti,NORTH,Citizen Web Intake App,Open,2023,1,1
General Inquiry - City Light,NORTH,Find It Fix It Apps,Open,2023,4,1
Towing Complaint - Public Impound,NORTH,Phone,Closed,2024,9,1
General Inquiry - Customer Service Bureau,WEST,Other,Closed,2021,10,1
Street Sign and Traffic Signal Maintenance,NORTH,Find It Fix It Apps,Closed,2022,1,1
General Inquiry - Transportation,NORTH,E-Mail,Open,2022,3,1
General Inquiry - Transportation,SOUTHWEST,Find It Fix It Apps,Canceled,2024,1,1
General Inquiry - Customer Service Bureau,SOUTH,Voice Mail,Closed,2024,2,1
Graffiti,NORTH,Citizen Web Intake App,Open,2024,3,1
General Inquiry - City Light,NORTH,Find It Fix It Apps,Closed as Duplicate,2021,5,1
Towing Complaint - Public Impound,WEST,Citizen Web Intake App,Closed,2021,6,1
General Inquiry - Customer Service Bureau,WEST,Field,Closed,2022,3,1
Street Sign and Traffic Signal Maintenance,NORTH,Find It Fix It Apps,Open,2021,5,1
General Inquiry - Transportation,NORTH,E-Mail,Open,2023,2,1
General Inquiry - Transportation,SOUTHWEST,E-Mail,Open,2022,3,1
General Inquiry - Customer Service Bureau,SOUTH,Voice Mail,Closed,2025,1,1
Graffiti,EAST,Phone,Closed,2025,1,1
General Inquiry - City Light,NORTH,Find It Fix It Apps,Transferred to Other Dept,2021,3,1
Towing Complaint - Public Impound,WEST,Citizen Web Intake App,Closed,2021,9,1
General Inquiry - Customer Service Bureau,WEST,Citizen Web Intake App,Closed as Duplicate,2021,1,1
Scooter or Bike Share Issue,WEST,E-Mail,Closed,2022,8,1
General Inquiry - Transportation,NORTH,E-Mail,Transferred to Other Dept,2023,9,1
General Inquiry - Transportation,SOUTHWEST,E-Mail,Open,2022,9,1
General Inquiry - Customer Service Bureau,SOUTH,PremierOne CSR Mobile Apps,Transferred to Other Dept,2025,2,1
Graffiti,EAST,Phone,Closed as Duplicate,2022,5,1
General Inquiry - City Light,NORTH,Phone,Closed,2023,4,1
Towing Complaint - Public Impound,WEST,Citizen Web Intake App,Closed,2022,11,1
General Inquiry - Customer Service Bureau,WEST,Citizen Web Intake App,Closed -Incomplete Information,2025,4,1
Scooter or Bike Share Issue,WEST,E-Mail,Closed,2023,4,1
General Inquiry - Transportation,NORTH,E-Mail,Canceled,2022,2,1
General Inquiry - Transportation,SOUTHWEST,E-Mail,Open,2022,12,1
General Inquiry - Customer Service Bureau,SOUTH,Voice Mail,Closed,2021,5,1
Graffiti,EAST,Phone,Closed as Duplicate,2022,8,1
General Inquiry - City Light,SOUTH,Find It Fix It Apps,Open,2023,7,1
Towing Impound Complaint,EAST,Citizen Web Intake App,Closed,2025,3,1
General Inquiry - Customer Service Bureau,WEST,E-Mail,Closed,2024,11,1
Scooter or Bike Share Issue,WEST,E-Mail,Closed,2023,7,1
General Inquiry - Transportation,NORTH,E-Mail,Canceled,2023,1,1
General Inquiry - Transportation,SOUTHWEST,E-Mail,Closed as Duplicate,2023,6,1
General Inquiry - Customer Service Bureau,SOUTH,Voice Mail,Reported,2022,10,1
Graffiti,NORTH,PremierOne CSR Mobile Apps,Duplicate (Closed),2024,4,1
General Inquiry - City Light,SOUTH,Find It Fix It Apps,Open,2024,3,1
Towing Impound Complaint,EAST,Phone,Closed as Duplicate,2021,12,1
General Inquiry - Customer Service Bureau,WEST,E-Mail,Closed as Duplicate,2022,11,1
Scooter or Bike Share Issue,SOUTHWEST,Voice Mail,Closed,2021,4,1
General Inquiry - Transportation,NORTH,E-Mail,Closed as Duplicate,2021,2,1
General Inquiry - Transportation,SOUTHWEST,E-Mail,Closed as Duplicate,2024,5,1
General Inquiry - Customer Service Bureau,SOUTH,Voice Mail,Transferred to Other Dept,2021,5,1
Graffiti,NORTH,PremierOne CSR Mobile Apps,Reported,2022,4,1
General Inquiry - City Light,SOUTH,Find It Fix It Apps,Open,2021,3,1
Towing Impound Complaint,EAST,Citizen Web Intake App,Closed,2021,7,1
General Inquiry - Customer Service Bureau,WEST,E-Mail,Closed as Duplicate,2024,12,1
Scooter or Bike Share Issue,WEST,E-Mail,Closed,2021,12,1
General Inquiry - Transportation,NORTH,E-Mail,Closed as Duplicate,2021,5,1
General Inquiry - Transportation,SOUTHWEST,E-Mail,Open,2021,7,1
General Inquiry - Customer Service Bureau,WEST,Citizen Web Intake App,Closed as Duplicate,2024,12,1
Graffiti,NORTH,PremierOne CSR Mobile Apps,Reported,2022,7,1
General Inquiry - City Light,SOUTH,Phone,Closed,2024,3,1
Streetlight Maintenance,WEST,Voice Mail,Reported,2023,7,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Voice Mail,Transferred to Other Dept,2024,3,1
Scooter or Bike Share Issue,SOUTH,Phone,Closed,2022,1,1
General Inquiry - Transportation,NORTH,E-Mail,Closed as Duplicate,2022,4,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Transferred to Other Dept,2024,7,1
